지역,연도,배출원,PM10,PM2.5
전라남도,2011,비도로이동오염원,1981018,1822718
전라남도,2011,폐기물처리,53869,48032
전라남도,2011,기타 면오염원,16616,14955
전라남도,2012,에너지산업 연소,275541,195993
전라남도,2012,비산업 연소,143240,89480
전라남도,2012,제조업 연소,11886248,6164866
전라남도,2012,생산공정,3179780,2513855
전라남도,2012,도로이동오염원,798090,734242
전라남도,2012,비도로이동오염원,2019456,1857887
전라남도,2012,폐기물처리,40819,36333
전라남도,2012,기타 면오염원,15757,14181
전라남도,2013,에너지산업 연소,285443,228405
전라남도,2013,비산업 연소,119616,78074
전라남도,2013,제조업 연소,15079906,7842602
전라남도,2013,생산공정,2251377,1695192
전라남도,2013,도로이동오염원,678195,623940
전라남도,2013,비도로이동오염원,2032080,1869502
전라남도,2013,폐기물처리,42705,33265
전라남도,2013,기타 면오염원,18890,17001
전라남도,2014,에너지산업 연소,277716,213160
전라남도,2014,비산업 연소,98890,61961
전라남도,2014,제조업 연소,19158050,9999431
전라남도,2014,생산공정,2327144,1746440
전라남도,2014,도로이동오염원,551739,507600
전라남도,2014,비도로이동오염원,1397077,1275051
전라남도,2014,폐기물처리,14832,12567
전라남도,2014,기타 면오염원,18826,16943
전라남도,2015,에너지산업 연소,255674,212625
전라남도,2015,비산업 연소,104072,65525
전라남도,2015,제조업 연소,18405030,9585054
전라남도,2015,생산공정,2386860,1798026
전라남도,2015,도로이동오염원,538568,495482
전라남도,2015,비도로이동오염원,1327503,1213488
전라남도,2015,폐기물처리,14499,12142
전라남도,2015,기타 면오염원,17531,15778
전라남도,2015,비산먼지,9282685,1534929
전라남도,2015,생물성 연소,1521941,1207421
전라남도,2016,에너지산업 연소,262348,216455
전라남도,2016,비산업 연소,109865,69942
전라남도,2016,제조업 연소,13496165,7038501
전라남도,2016,생산공정,2299833,1723722
전라남도,2016,도로이동오염원,588952,541836
전라남도,2016,비도로이동오염원,1416886,1295612
전라남도,2016,폐기물처리,21363,18327
전라남도,2016,기타 면오염원,15155,13639
전라남도,2016,비산먼지,9459678,1564523
전라남도,2016,생물성 연소,1425513,1130267
전라남도,2017,에너지산업 연소,264583,222527
전라남도,2017,비산업 연소,127852,82196
전라남도,2017,제조업 연소,8768703,4565650
전라남도,2017,생산공정,2467330,1841003
전라남도,2017,도로이동오염원,523641,481750
전라남도,2017,비도로이동오염원,1524886,1407546
전라남도,2017,폐기물처리,19045,16322
전라남도,2017,기타 면오염원,18546,16692
전라남도,2017,비산먼지,9518276,1559093
전라남도,2017,생물성 연소,1359689,1079426
전라남도,2018,에너지산업 연소,263787,221434
전라남도,2018,비산업 연소,118100,77255
전라남도,2018,제조업 연소,12733213,6631377
전라남도,2018,생산공정,2370642,1780202
전라남도,2018,도로이동오염원,470815,433150
전라남도,2018,비도로이동오염원,1534178,1410880
전라남도,2018,폐기물처리,16493,14025
전라남도,2018,기타 면오염원,16756,15080
전라남도,2018,비산먼지,9379035,1545109
전라남도,2018,생물성 연소,1303179,1027322
전라남도,2019,에너지산업 연소,275680,220932
전라남도,2019,비산업 연소,126033,85600
전라남도,2019,제조업 연소,8774384,4578215
전라남도,2019,생산공정,2306226,1730028
전라남도,2019,도로이동오염원,377818,347593
전라남도,2019,비도로이동오염원,1660116,1524540
전라남도,2019,폐기물처리,15241,12712
전라남도,2019,기타 면오염원,17585,15827
전라남도,2019,비산먼지,10101303,1642864
전라남도,2019,생물성 연소,1323317,1046353
경상북도,2011,에너지산업 연소,36127,28912
경상북도,2011,비산업 연소,305090,163404
경상북도,2011,제조업 연소,13583529,7000491
경상북도,2011,생산공정,1857997,1451966
경상북도,2011,도로이동오염원,1427761,1313540
경상북도,2011,비도로이동오염원,987700,908862
경상북도,2011,폐기물처리,10020,8470
경상북도,2011,기타 면오염원,101174,91056
경상북도,2012,에너지산업 연소,35360,28441
경상북도,2012,비산업 연소,281516,153774
경상북도,2012,제조업 연소,28183030,14585284
경상북도,2012,생산공정,1837438,1456773
경상북도,2012,도로이동오염원,1443023,1327581
경상북도,2012,비도로이동오염원,1050969,966870
경상북도,2012,폐기물처리,9808,8047
경상북도,2012,기타 면오염원,18347,16513
경상북도,2013,에너지산업 연소,31906,25667
경상북도,2013,비산업 연소,273243,151050
경상북도,2013,제조업 연소,28832883,14955164
경상북도,2013,생산공정,1522759,1180293
경상북도,2013,도로이동오염원,1276159,1174066
경상북도,2013,비도로이동오염원,1113544,1024439
경상북도,2013,폐기물처리,10756,9041
경상북도,2013,기타 면오염원,29522,26570
경상북도,2014,에너지산업 연소,34183,30084
경상북도,2014,비산업 연소,226315,129433
경상북도,2014,제조업 연소,18933345,9680691
경상북도,2014,생산공정,1425518,1086718
경상북도,2014,도로이동오염원,1141804,1050460
경상북도,2014,비도로이동오염원,967504,889094
경상북도,2014,폐기물처리,10303,8613
경상북도,2014,기타 면오염원,22283,20055
경상북도,2015,에너지산업 연소,27289,24471
경상북도,2015,비산업 연소,205306,118155
경상북도,2015,제조업 연소,26611224,13736688
경상북도,2015,생산공정,1418146,1080425
경상북도,2015,도로이동오염원,1098932,1011017
경상북도,2015,비도로이동오염원,952062,876921
경상북도,2015,폐기물처리,11124,9356
경상북도,2015,기타 면오염원,22567,20310
경상북도,2015,비산먼지,10791358,1787301
경상북도,2015,생물성 연소,3126558,2590644
경상북도,2016,에너지산업 연소,30226,27348
경상북도,2016,비산업 연소,183708,108061
경상북도,2016,제조업 연소,28702301,14810705
경상북도,2016,생산공정,1709861,1314611
경상북도,2016,도로이동오염원,1243960,1144444
경상북도,2016,비도로이동오염원,908985,838268
경상북도,2016,폐기물처리,11693,9699
경상북도,2016,기타 면오염원,34876,31388
경상북도,2016,비산먼지,10281831,1744746
경상북도,2016,생물성 연소,3182997,2641049
경상북도,2017,에너지산업 연소,24293,21205
경상북도,2017,비산업 연소,160461,96478
경상북도,2017,제조업 연소,23347987,12003314
경상북도,2017,생산공정,1619298,1240493
경상북도,2017,도로이동오염원,1116399,1027087
경상북도,2017,비도로이동오염원,1022185,958746
경상북도,2017,폐기물처리,12587,10482
경상북도,2017,기타 면오염원,34009,30608
경상북도,2017,비산먼지,10132903,1757791
경상북도,2017,생물성 연소,3115834,2592004
경상북도,2018,에너지산업 연소,27412,24698
경상북도,2018,비산업 연소,146592,89879
경상북도,2018,제조업 연소,27515034,14197839
경상북도,2018,생산공정,1675188,1288323
경상북도,2018,도로이동오염원,967510,890109
경상북도,2018,비도로이동오염원,1241632,1169555
경상북도,2018,폐기물처리,12307,10266
경상북도,2018,기타 면오염원,27959,25163
경상북도,2018,비산먼지,10674977,1807683
경상북도,2018,생물성 연소,3010923,2503276
경상북도,2019,에너지산업 연소,21194,19259
경상북도,2019,비산업 연소,120688,78098
경상북도,2019,제조업 연소,21398930,11023853
경상북도,2019,생산공정,1763929,1360913
경상북도,2019,도로이동오염원,798186,734331
경상북도,2019,비도로이동오염원,1125874,1058980
경상북도,2019,폐기물처리,13217,10938
경상북도,2019,기타 면오염원,25686,23118
경상북도,2019,비산먼지,10186240,1760393
경상북도,2019,생물성 연소,2994812,2489907
경상남도,2011,에너지산업 연소,1177411,948810
경상남도,2011,비산업 연소,126886,77897
경상남도,2011,제조업 연소,257329,138301
경상남도,2011,생산공정,78784,57957
경상남도,2011,도로이동오염원,1368509,1259028
경상남도,2011,비도로이동오염원,1249770,1150065
경상남도,2011,폐기물처리,12211,10142
경상남도,2011,기타 면오염원,28530,25677
경상남도,2012,에너지산업 연소,1152389,879161
경상남도,2012,비산업 연소,114219,71318
경상남도,2012,제조업 연소,5113970,2667280
경상남도,2012,생산공정,86102,63374
경상남도,2012,도로이동오염원,1315527,1210285
경상남도,2012,비도로이동오염원,1311199,1206294
경상남도,2012,폐기물처리,15593,13102
경상남도,2012,기타 면오염원,22564,20307
경상남도,2013,에너지산업 연소,1039664,838177
경상남도,2013,비산업 연소,108616,69944
경상남도,2013,제조업 연소,5178932,2701079
경상남도,2013,생산공정,63124,46663
경상남도,2013,도로이동오염원,1125438,1035403
경상남도,2013,비도로이동오염원,1230369,1131930
경상남도,2013,폐기물처리,14757,12134
경상남도,2013,기타 면오염원,23703,21333
경상남도,2014,에너지산업 연소,814265,656481
경상남도,2014,비산업 연소,91793,60299
경상남도,2014,제조업 연소,31242,20512
경상남도,2014,생산공정,63544,46822
경상남도,2014,도로이동오염원,1002349,922161
경상남도,2014,비도로이동오염원,1009922,925357
경상남도,2014,폐기물처리,15693,13038
경상남도,2014,기타 면오염원,22795,20516
경상남도,2015,에너지산업 연소,934851,753755
경상남도,2015,비산업 연소,96540,62194
경상남도,2015,제조업 연소,2137713,1117454
경상남도,2015,생산공정,79148,58860
경상남도,2015,도로이동오염원,967513,890112
경상남도,2015,비도로이동오염원,913133,836712
경상남도,2015,폐기물처리,12651,10206
경상남도,2015,기타 면오염원,25106,22596
경상남도,2015,비산먼지,8425282,1372390
경상남도,2015,생물성 연소,1194230,983028
경상남도,2016,에너지산업 연소,835461,673762
경상남도,2016,비산업 연소,89230,59114
경상남도,2016,제조업 연소,665560,351905
경상남도,2016,생산공정,56170,42372
경상남도,2016,도로이동오염원,1053671,969378
경상남도,2016,비도로이동오염원,1078334,988657
경상남도,2016,폐기물처리,13600,10896
경상남도,2016,기타 면오염원,23088,20779
경상남도,2016,비산먼지,9017157,1448763
경상남도,2016,생물성 연소,1191904,982092
경상남도,2017,에너지산업 연소,816652,658490
경상남도,2017,비산업 연소,85660,56970
경상남도,2017,제조업 연소,512088,271826
경상남도,2017,생산공정,46432,34819
경상남도,2017,도로이동오염원,908185,835531
경상남도,2017,비도로이동오염원,764074,700794
경상남도,2017,폐기물처리,17799,14684
경상남도,2017,기타 면오염원,26170,23553
경상남도,2017,비산먼지,8138342,1359698
경상남도,2017,생물성 연소,1187368,980421
경상남도,2018,에너지산업 연소,715879,577766
경상남도,2018,비산업 연소,79293,54791
경상남도,2018,제조업 연소,737762,389880
경상남도,2018,생산공정,61919,45029
경상남도,2018,도로이동오염원,799915,735922
경상남도,2018,비도로이동오염원,657356,602593
경상남도,2018,폐기물처리,14926,12290
경상남도,2018,기타 면오염원,22118,19906
경상남도,2018,비산먼지,7723757,1321605
경상남도,2018,생물성 연소,1171223,966222
경상남도,2019,에너지산업 연소,572061,461660
경상남도,2019,비산업 연소,77166,56135
경상남도,2019,제조업 연소,504558,269544
경상남도,2019,생산공정,33887,24639
경상남도,2019,도로이동오염원,642275,590893
경상남도,2019,비도로이동오염원,692931,634764
경상남도,2019,폐기물처리,19560,16362
경상남도,2019,기타 면오염원,20476,18428
경상남도,2019,비산먼지,7582793,1305375
경상남도,2019,생물성 연소,1152538,952949
제주특별자치도,2011,에너지산업 연소,33368,17453
제주특별자치도,2011,비산업 연소,50928,22262
제주특별자치도,2011,제조업 연소,1197,415
제주특별자치도,2011,생산공정,176,151
제주특별자치도,2011,도로이동오염원,141992,130632
제주특별자치도,2011,비도로이동오염원,364226,335273
제주특별자치도,2011,폐기물처리,1931,1409
제주특별자치도,2011,기타 면오염원,4825,4343
제주특별자치도,2012,에너지산업 연소,38423,19829
제주특별자치도,2012,비산업 연소,37504,17966
제주특별자치도,2012,제조업 연소,1154,404
제주특별자치도,2012,생산공정,251,211
제주특별자치도,2012,도로이동오염원,154301,141957
제주특별자치도,2012,비도로이동오염원,230991,212512
제주특별자치도,2012,폐기물처리,2865,1990
제주특별자치도,2012,기타 면오염원,4270,3843
제주특별자치도,2013,에너지산업 연소,42094,22866
제주특별자치도,2013,비산업 연소,31399,16236
제주특별자치도,2013,제조업 연소,1468,502
제주특별자치도,2013,생산공정,237,200
제주특별자치도,2013,도로이동오염원,146215,134518
제주특별자치도,2013,비도로이동오염원,282501,259902
제주특별자치도,2013,폐기물처리,2870,1964
제주특별자치도,2013,기타 면오염원,4671,4204
제주특별자치도,2014,에너지산업 연소,31298,18545
제주특별자치도,2014,비산업 연소,21063,11097
제주특별자치도,2014,제조업 연소,903,327
제주특별자치도,2014,생산공정,193,161
제주특별자치도,2014,도로이동오염원,147358,135569
제주특별자치도,2014,비도로이동오염원,242397,222097
제주특별자치도,2014,폐기물처리,2491,1847
제주특별자치도,2014,기타 면오염원,3581,3223
제주특별자치도,2015,에너지산업 연소,21333,11809
제주특별자치도,2015,비산업 연소,17021,10023
제주특별자치도,2015,제조업 연소,955,470
제주특별자치도,2015,생산공정,1071,959
제주특별자치도,2015,도로이동오염원,147891,136059
제주특별자치도,2015,비도로이동오염원,277533,254375
제주특별자치도,2015,폐기물처리,1837,1385
제주특별자치도,2015,기타 면오염원,3684,3316
제주특별자치도,2015,비산먼지,2915248,471506
제주특별자치도,2015,생물성 연소,197503,158050
제주특별자치도,2016,에너지산업 연소,22666,10729
제주특별자치도,2016,비산업 연소,19852,11458
제주특별자치도,2016,제조업 연소,628,292
제주특별자치도,2016,생산공정,224,195
제주특별자치도,2016,도로이동오염원,169099,155571
제주특별자치도,2016,비도로이동오염원,383204,350678
제주특별자치도,2016,폐기물처리,3112,2472
제주특별자치도,2016,기타 면오염원,3501,3151
제주특별자치도,2016,비산먼지,3223831,521064
제주특별자치도,2016,생물성 연소,199524,159360
제주특별자치도,2017,에너지산업 연소,33787,15199
제주특별자치도,2017,비산업 연소,20178,11881
제주특별자치도,2017,제조업 연소,543,223
제주특별자치도,2017,생산공정,19,11
제주특별자치도,2017,도로이동오염원,154656,142284
제주특별자치도,2017,비도로이동오염원,283455,259395
제주특별자치도,2017,폐기물처리,3259,2630
제주특별자치도,2017,기타 면오염원,4581,4123
제주특별자치도,2017,비산먼지,2791274,476692
제주특별자치도,2017,생물성 연소,177418,141326
제주특별자치도,2018,에너지산업 연소,41043,18976
제주특별자치도,2018,비산업 연소,16543,10681
제주특별자치도,2018,제조업 연소,198,73
제주특별자치도,2018,생산공정,16,9
제주특별자치도,2018,도로이동오염원,146360,134651
제주특별자치도,2018,비도로이동오염원,301291,275230
제주특별자치도,2018,폐기물처리,3290,2675
제주특별자치도,2018,기타 면오염원,3880,3492
제주특별자치도,2018,비산먼지,2817014,487659
제주특별자치도,2018,생물성 연소,165853,131702
제주특별자치도,2019,에너지산업 연소,39644,16799
제주특별자치도,2019,비산업 연소,18895,12489
제주특별자치도,2019,제조업 연소,191,72
제주특별자치도,2019,생산공정,44,38
제주특별자치도,2019,도로이동오염원,109772,100990
제주특별자치도,2019,비도로이동오염원,292343,266778
제주특별자치도,2019,폐기물처리,4255,3594
제주특별자치도,2019,기타 면오염원,3703,3332
제주특별자치도,2019,비산먼지,2457365,444611
제주특별자치도,2019,생물성 연소,177879,141834
바다,2014,비도로이동오염원,2898352,2712539
바다,2015,비도로이동오염원,3055361,2859386
바다,2016,비도로이동오염원,3279093,3060663
바다,2017,비도로이동오염원,3360531,3138077
바다,2018,비도로이동오염원,3348673,3122543
바다,2019,비도로이동오염원,3527102,3287811
수도권,2011,에너지산업 연소,661432,601303
수도권,2011,비산업 연소,527757,370613
수도권,2011,제조업 연소,912553,463159
수도권,2011,생산공정,257622,192477
수도권,2011,도로이동오염원,4122547,3792743
수도권,2011,비도로이동오염원,3167096,2915148
수도권,2011,폐기물처리,73804,62833
수도권,2011,기타 면오염원,106348,95713
수도권,2012,에너지산업 연소,675353,623809
수도권,2012,비산업 연소,508026,360466
수도권,2012,제조업 연소,897625,348151
수도권,2012,생산공정,293281,216705
수도권,2012,도로이동오염원,4041268,3717967
수도권,2012,비도로이동오염원,3125079,2875076
수도권,2012,폐기물처리,164399,122447
수도권,2012,기타 면오염원,107379,96641
수도권,2013,에너지산업 연소,749444,697210
수도권,2013,비산업 연소,545902,382659
수도권,2013,제조업 연소,740245,299519
수도권,2013,생산공정,281342,205852
수도권,2013,도로이동오염원,4096272,3768570
수도권,2013,비도로이동오염원,3617931,3328498
수도권,2013,폐기물처리,74967,62706
수도권,2013,기타 면오염원,99524,89571
수도권,2014,에너지산업 연소,673664,612859
수도권,2014,비산업 연소,514945,361709
수도권,2014,제조업 연소,2208224,954489
수도권,2014,생산공정,301064,220680
수도권,2014,도로이동오염원,3250994,2990914
수도권,2014,비도로이동오염원,2784033,2555147
수도권,2014,폐기물처리,74410,61372
수도권,2014,기타 면오염원,106634,95971
수도권,2015,에너지산업 연소,747389,674048
수도권,2015,비산업 연소,515266,364474
수도권,2015,제조업 연소,1090821,419790
수도권,2015,생산공정,322083,236255
수도권,2015,도로이동오염원,3147486,2895687
수도권,2015,비도로이동오염원,4104834,3773153
수도권,2015,폐기물처리,64680,53629
수도권,2015,기타 면오염원,121686,109517
수도권,2015,비산먼지,38216553,5684840
수도권,2015,생물성 연소,2271518,1934205
수도권,2016,에너지산업 연소,738376,677916
수도권,2016,비산업 연소,477822,348035
수도권,2016,제조업 연소,1102671,416288
수도권,2016,생산공정,268903,194843
수도권,2016,도로이동오염원,3492018,3212656
수도권,2016,비도로이동오염원,3806569,3501172
수도권,2016,폐기물처리,67581,55793
수도권,2016,기타 면오염원,118710,106839
수도권,2016,비산먼지,35464732,5480258
수도권,2016,생물성 연소,2239245,1903699
수도권 대기관리권역,2011,에너지산업 연소,661432,601303
수도권 대기관리권역,2011,비산업 연소,501459,351501
수도권 대기관리권역,2011,제조업 연소,806610,422501
수도권 대기관리권역,2011,생산공정,192907,135022
수도권 대기관리권역,2011,도로이동오염원,3600211,3312194
수도권 대기관리권역,2011,비도로이동오염원,3009386,2769976
수도권 대기관리권역,2011,폐기물처리,71524,60928
수도권 대기관리권역,2011,기타 면오염원,96079,86471
수도권 대기관리권역,2012,에너지산업 연소,675353,623809
수도권 대기관리권역,2012,비산업 연소,482566,341279
수도권 대기관리권역,2012,제조업 연소,779026,303867
수도권 대기관리권역,2012,생산공정,241874,171266
수도권 대기관리권역,2012,도로이동오염원,3531786,3249243
수도권 대기관리권역,2012,비도로이동오염원,2897581,2665776
수도권 대기관리권역,2012,폐기물처리,161477,120004
수도권 대기관리권역,2012,기타 면오염원,96000,86400
수도권 대기관리권역,2013,에너지산업 연소,749444,697210
수도권 대기관리권역,2013,비산업 연소,518709,362160
수도권 대기관리권역,2013,제조업 연소,641256,260672
수도권 대기관리권역,2013,생산공정,244623,173651
수도권 대기관리권역,2013,도로이동오염원,3538009,3254968
수도권 대기관리권역,2013,비도로이동오염원,3386014,3115133
수도권 대기관리권역,2013,폐기물처리,71684,60069
수도권 대기관리권역,2013,기타 면오염원,89937,80944
수도권 대기관리권역,2014,에너지산업 연소,673664,612859
수도권 대기관리권역,2014,비산업 연소,462752,329503
수도권 대기관리권역,2014,제조업 연소,2195885,947091
수도권 대기관리권역,2014,생산공정,255256,180341
수도권 대기관리권역,2014,도로이동오염원,2808316,2583650
수도권 대기관리권역,2014,비도로이동오염원,2550826,2340548
수도권 대기관리권역,2014,폐기물처리,71273,58980
수도권 대기관리권역,2014,기타 면오염원,95113,85601
수도권 대기관리권역,2015,에너지산업 연소,709820,636479
수도권 대기관리권역,2015,비산업 연소,465530,332952
수도권 대기관리권역,2015,제조업 연소,1078780,412462
수도권 대기관리권역,2015,생산공정,281670,200705
수도권 대기관리권역,2015,도로이동오염원,2714925,2497731
수도권 대기관리권역,2015,비도로이동오염원,3841311,3530660
수도권 대기관리권역,2015,폐기물처리,61595,51315
수도권 대기관리권역,2015,기타 면오염원,99935,89941
수도권 대기관리권역,2015,비산먼지,34050641,4978623
수도권 대기관리권역,2015,생물성 연소,1468695,1251795
수도권 대기관리권역,2016,에너지산업 연소,738376,677916
수도권 대기관리권역,2016,비산업 연소,462749,338856
수도권 대기관리권역,2016,제조업 연소,1100588,415108
수도권 대기관리권역,2016,생산공정,268890,194831
수도권 대기관리권역,2016,도로이동오염원,3412145,3139173
수도권 대기관리권역,2016,비도로이동오염원,3745377,3444829
수도권 대기관리권역,2016,폐기물처리,66457,54843
수도권 대기관리권역,2016,기타 면오염원,112961,101665
수도권 대기관리권역,2016,비산먼지,34420419,5305700
수도권 대기관리권역,2016,생물성 연소,1955246,1666073
부산 대기관리 규제지역,2015,에너지산업 연소,48853,46561
부산 대기관리 규제지역,2015,비산업 연소,66864,48396
부산 대기관리 규제지역,2015,제조업 연소,256168,111680
부산 대기관리 규제지역,2015,생산공정,14537,10642
부산 대기관리 규제지역,2015,도로이동오염원,308356,283688
부산 대기관리 규제지역,2015,비도로이동오염원,1275648,1161509
부산 대기관리 규제지역,2015,폐기물처리,6591,5724
부산 대기관리 규제지역,2015,기타 면오염원,12687,11419
부산 대기관리 규제지역,2015,비산먼지,4335666,684271
부산 대기관리 규제지역,2015,생물성 연소,77915,67126
부산 대기관리 규제지역,2016,에너지산업 연소,59348,56652
부산 대기관리 규제지역,2016,비산업 연소,66747,49125
부산 대기관리 규제지역,2016,제조업 연소,202087,83065
부산 대기관리 규제지역,2016,생산공정,15855,11549
부산 대기관리 규제지역,2016,도로이동오염원,315978,290700
부산 대기관리 규제지역,2016,비도로이동오염원,1360086,1238734
부산 대기관리 규제지역,2016,폐기물처리,12893,10901
부산 대기관리 규제지역,2016,기타 면오염원,13969,12572
부산 대기관리 규제지역,2016,비산먼지,4766841,751484
부산 대기관리 규제지역,2016,생물성 연소,68009,57944
대구 대기관리 규제지역,2015,에너지산업 연소,32928,28700
대구 대기관리 규제지역,2015,비산업 연소,47638,31276
대구 대기관리 규제지역,2015,제조업 연소,678930,237627
대구 대기관리 규제지역,2015,생산공정,849,758
대구 대기관리 규제지역,2015,도로이동오염원,334066,307340
대구 대기관리 규제지역,2015,비도로이동오염원,140891,129619
대구 대기관리 규제지역,2015,폐기물처리,3406,2766
대구 대기관리 규제지역,2015,기타 면오염원,9802,8821
대구 대기관리 규제지역,2015,비산먼지,1912034,335526
대구 대기관리 규제지역,2015,생물성 연소,91934,76707
대구 대기관리 규제지역,2016,에너지산업 연소,34668,30482
대구 대기관리 규제지역,2016,비산업 연소,43622,29961
대구 대기관리 규제지역,2016,제조업 연소,717564,251031
대구 대기관리 규제지역,2016,생산공정,551,490
대구 대기관리 규제지역,2016,도로이동오염원,345322,317696
대구 대기관리 규제지역,2016,비도로이동오염원,163040,149996
대구 대기관리 규제지역,2016,폐기물처리,1630,1191
대구 대기관리 규제지역,2016,기타 면오염원,9331,8398
대구 대기관리 규제지역,2016,비산먼지,2058588,355913
대구 대기관리 규제지역,2016,생물성 연소,87620,72895
광양 특별 대책지역,2015,에너지산업 연소,255636,212587
광양 특별 대책지역,2015,비산업 연소,34994,22950
광양 특별 대책지역,2015,제조업 연소,18283236,9520013
광양 특별 대책지역,2015,생산공정,2385919,1797345
광양 특별 대책지역,2015,도로이동오염원,98295,90431
광양 특별 대책지역,2015,비도로이동오염원,55775,51311
광양 특별 대책지역,2015,폐기물처리,6782,5607
광양 특별 대책지역,2015,기타 면오염원,3245,2920
광양 특별 대책지역,2015,비산먼지,1106340,172634
광양 특별 대책지역,2015,생물성 연소,110181,86232
광양 특별 대책지역,2016,에너지산업 연소,262112,216219
광양 특별 대책지역,2016,비산업 연소,43374,28377
광양 특별 대책지역,2016,제조업 연소,13468675,7021837
광양 특별 대책지역,2016,생산공정,2299060,1723188
광양 특별 대책지역,2016,도로이동오염원,109573,100807
광양 특별 대책지역,2016,비도로이동오염원,64997,59795
광양 특별 대책지역,2016,폐기물처리,12502,10831
광양 특별 대책지역,2016,기타 면오염원,2893,2603
광양 특별 대책지역,2016,비산먼지,1153346,179643
광양 특별 대책지역,2016,생물성 연소,103700,81290
